Formula,A,B,X,a_normal,b_normal,c_normal,angle_a_normal,angle_b_normal,angle_c_normal,energy_normal,volume_normal,force_normal,a_inverse,b_inverse,c_inverse,angle_a_inverse,angle_b_inverse,angle_c_inverse,energy_inverse,volume_inverse,force_inverse,CLscore,Experimental,MACE_conv_normal,MACE_conv_inverse,MACE_conv_both,MACE_conv_any,Ehull_min,Ehull_min_type,SuperScore,inversion_parameter,delta_E,SMACT_low,SMACT_medium,SMACT_high
AgPt2O4,Ag,Pt,O,9.174769666890242,9.174769666889876,9.174769666889771,89.99999999999976,90.0,90.0,-292.0751025941117,772.2990670797983,0.0150998545481485,8.883117759481689,8.866247688970095,9.184461900316292,89.01338902100643,88.26239818492557,89.65448286182158,-288.8932367095978,722.9167104073791,0.0493999133285929,0.4421805743128061,,True,True,True,True,0.1527,normal,,,3.181866,True,False,False
AgRe2O4,Ag,Re,O,8.973232292069229,8.973232292069248,8.973232292068742,89.99999999999933,90.0,90.0,-426.6965752806014,722.5147735685213,0.0373292219616685,9.035642323940012,8.888396573081428,8.968115914057954,88.58512253141133,89.02390700297899,87.18091902530132,-432.7017856986839,719.0694152271759,0.0478749892072293,0.0791026120142486,,True,True,True,True,0.295208,inverse,,,-6.00521,True,True,False
AgRh2O4,Ag,Rh,O,8.942352019134677,8.942352019134578,8.942352019134248,90.00000000000045,90.0,90.0,-330.30903121120474,715.0810778905856,0.0225737869962056,8.901154393808875,8.861627196385307,8.87849717660499,89.57208922314207,90.77421055353818,88.90246458936367,-321.7501263390805,700.1110999457594,0.0456526673792831,0.6906823229789734,,True,True,True,True,0.090016,normal,0.46499999999999997,0.0,8.558905,True,True,False
AgRu2O4,Ag,Ru,O,8.94177703348281,8.941777033482806,8.941777033482735,90.0000000000001,90.0,90.0,-363.3529113114004,714.9431494388884,0.0264548662174165,8.664625995598321,8.881279168807827,8.86051408219134,86.03335145345216,91.37745909460658,88.06858568201082,-360.40217675497706,679.5851863907276,0.0488162641459135,0.5103420108929276,,True,True,True,True,0.250295,normal,,,2.950735,True,True,False
AgS2O4,Ag,S,O,8.478345783278069,8.478345783277796,8.478345783278126,90.00000000000016,89.99999999999991,90.00000000000001,-239.5588965375298,609.44339545183,0.0477244566428649,9.837675413025904,9.699989132617752,9.712651357298256,89.88119991943904,88.45689446959358,89.60508226971385,-292.50776528247627,926.4733248796642,0.2089778701126724,0.9296057426929474,,True,False,False,True,1.048231,normal,,,-52.948869,True,False,False
AgSb2O4,Ag,Sb,O,9.619293246066894,9.619293246066816,9.619293246067077,89.99999999999675,89.99999999999909,90.00000000000018,-295.58440446034683,890.0809240591988,0.0151916050730888,10.02061647812176,9.532856854298997,9.592664004182396,92.28963853949298,88.681918477447,91.38794956044916,-302.85688564757646,915.1172718777284,0.0483361569056846,0.5826175600290299,,True,True,True,True,0.186034,inverse,0.10499999999999998,1.0,-7.272481,True,False,False
AgSc2O4,Ag,Sc,O,9.117629326768435,9.117629326768649,9.11762932676857,89.99999999999991,90.0,90.0,-421.022759588164,757.9591437815162,0.0194506475013997,9.034860289154128,9.049809406332484,9.046031937789945,89.96084152032499,90.24686358949909,89.8818938744359,-417.44243299732216,739.6290032325101,0.0491400576056144,0.2603334486857057,,True,True,True,True,0.097972,normal,,,3.580327,True,False,False
AgSe2O4,Ag,Se,O,9.18880147262585,9.188801472626457,9.188801472626835,90.00000000000036,90.0,90.0,-247.19629069371007,775.8479297585403,0.0477081521461366,9.693883890729522,9.87803090290963,9.94798880570137,86.67574259284046,91.4673066199946,90.41594762853444,-264.97417168261256,950.6538337272624,0.0499877561444507,0.945750012397766,,True,True,True,True,0.095902,inverse,0.7,1.0,-17.777881,True,False,False
AgSi2O4,Ag,Si,O,8.4195636303831,8.419563630383319,8.419563630383013,90.00000000000037,90.0,90.00000000000001,-355.8841791873696,596.8548817051741,0.0154911810102653,10.069504134309613,8.966265813017277,9.15959631017148,90.71326047549218,83.67246413728418,94.63825210020212,-377.8709381056557,819.2470632356635,0.072122684000993,0.6285845076292753,,True,False,False,True,0.834945,normal,,,-21.986759,True,False,False
AgSm2O4,Ag,Sm,O,9.94618662214531,9.946186622145104,9.946186622144507,90.00000000000021,90.0,90.0,-385.7992950673857,983.942707195512,0.0111952932341035,9.122224783213614,9.93853339397323,9.683268578491516,91.64897211575732,97.64186512743473,91.35267854393445,-389.6171183896012,869.4092221985956,0.0492395813783182,0.7713109922409057,,True,True,True,True,0.116674,inverse,0.47000000000000003,1.0,-3.817823,True,False,False
