Formula,A,B,X,a_normal,b_normal,c_normal,angle_a_normal,angle_b_normal,angle_c_normal,energy_normal,volume_normal,force_normal,a_inverse,b_inverse,c_inverse,angle_a_inverse,angle_b_inverse,angle_c_inverse,energy_inverse,volume_inverse,force_inverse,CLscore,Experimental,MACE_conv_normal,MACE_conv_inverse,MACE_conv_both,MACE_conv_any,Ehull_min,Ehull_min_type,SuperScore,inversion_parameter,delta_E,SMACT_low,SMACT_medium,SMACT_high
ErTa2S4,Er,Ta,S,10.639883317043823,10.639883317042615,10.639883317042615,90.00000000013921,89.99999999999909,89.99999999998975,-408.942930348042,1204.5105155419271,0.0306460910250523,8.155081656832394,8.152737596483709,8.152853726303647,89.98814369998831,89.98939198834562,90.01816503236813,-144929.03079193516,542.0525481221327,12550.10930032662,0.8089736717939376,,True,False,False,True,0.461307,normal,,,-144520.087862,True,False,False
ErTb2S4,Er,Tb,S,11.400691146245164,11.400691146247595,11.400691146240304,90.0000000000631,90.000000000065,90.00000000000287,-356.23766722528086,1481.8134804348415,0.0209706042341997,8.158189581509182,8.162541631698822,8.16527494264936,90.02720028357949,90.00114201503773,89.89508135036681,-271368571.79066163,543.7374403900338,218377383.5860131,0.8957761412858963,,True,False,False,True,0.036159,normal,0.8,0.0,-271368215.552994,True,False,False
ErTc2S4,Er,Tc,S,8.059380098564091,8.059380098565233,8.05938009856394,89.99999999999619,89.99999999999999,90.00000000000003,-2099.1461281611746,523.4858122048977,0.1299637644528103,7.999599221170469,7.978561038403916,7.978270095502008,89.90059662098346,89.86722106205487,90.04041735550486,-8010.077244002025,509.2131460203628,814.9031460958338,0.8687285494804382,,False,False,False,False,,,,,-5910.931116,True,False,False
ErTe2S4,Er,Te,S,11.496523974617878,11.496523974577002,11.49652397462594,90.0000000000094,90.00000000000068,90.00000000000095,-241.62086224509653,1519.496303738265,0.0468882275924255,8.133766070513406,8.133382653520945,8.135884173847902,90.01641366002953,90.00022657365756,90.01089156670517,-132509.9834523024,538.2296449623898,55171.202385230594,0.8753471875190735,,True,False,False,True,0.337033,normal,,,-132268.36259,True,False,False
ErTi2S4,Er,Ti,S,10.679689033460203,10.679689033460372,10.679689033459493,90.00000000000144,90.0,90.0,-372.12644422361046,1218.0800263286364,0.0157607845723925,8.120110643350545,8.12182068724227,8.122399754012452,89.97331447210664,89.97337043789928,90.02400325788807,-169729.0411351547,535.6727717225706,46436.99135756157,0.7881020602583885,,True,False,False,True,0.285663,normal,,,-169356.914691,True,False,False
ErTl2S4,Er,Tl,S,8.190952248954867,8.190952248955123,8.190952248955039,90.00000000000131,90.0,90.0,400.1232043208128,549.5449007187938,0.0492008026756914,8.031383099216328,8.026714993431767,8.029084851364182,89.9978078856842,90.01757261885189,89.99378228923918,-59468.13513281667,517.599930419689,39017.05350964367,0.9484257680177688,,True,False,False,True,11.758943,normal,,,-59868.258337,True,False,False
ErTm2S4,Er,Tm,S,7.310350495491123,7.303837271964041,7.31031620030164,89.96046047464033,89.93209636454796,89.977266202998,-82975359.54081546,390.3237775886138,79572401.64335299,8.128389272593926,8.120281217654902,8.122427917067812,90.02034468989517,90.00127030134841,89.97624953841951,-51460249.43157727,536.1192049374206,146962772.4845291,0.9351311480998992,,False,False,False,False,,,,,31515110.109238,True,False,False
ErV2S4,Er,V,S,8.431170873398257,8.431170873398028,8.431170873398491,90.0000000000001,90.0,90.0,-461.5748068522396,599.3267656756714,0.0259005766730917,8.02553471063958,8.018036556318181,8.014608971269352,89.90589066523454,89.78663292234168,90.10225249391912,-213458.41134313343,515.7272200236331,244136.0955918968,0.7208769685029983,,True,False,False,True,0.0,normal,0.72,0.0,-212996.836536,True,False,False
ErW2S4,Er,W,S,8.553205518370653,8.500311490358975,8.509755858797082,90.00003873063594,89.99997662204213,90.00001768411641,-4442.469855988628,618.7010435980512,157.5172800369755,8.06878473020372,8.048096172943875,8.049052591368019,89.91284129902418,89.83588363121356,90.04017831860492,-133453.86490666625,522.6893595439234,149508.59125584678,0.8611297076940536,,False,False,False,False,,,,,-129011.395051,True,False,False
ErY2S4,Er,Y,S,6.8517610142371,6.851761014237748,6.851761014236443,89.99999999999756,90.0,90.0,-719166.7924251426,321.6670823061488,250857.30853347317,7.845521995334892,7.837192523694726,7.836583731779807,89.99134483222213,90.00806687669902,90.0114796174401,-55268126629778.66,481.8469564281023,25543732643899.164,0.9412326449155808,,False,False,False,False,,,,,-55268125910611.87,True,False,False
ErYb2S4,Er,Yb,S,7.1144802505542994,7.114478616146879,7.1144795057336925,90.00000488707902,90.00000002287544,90.00000027560259,-42526.403625088096,360.1051970349947,4359.670631599757,7.752697383944778,7.749763722673252,7.75037852794723,89.97554640132387,90.013376857972,90.02248809411941,-6214183711.256188,465.65484188102937,30053596572.94068,0.8723933154344559,,False,False,False,False,,,,,-6214141184.852563,True,True,False
ErZn2S4,Er,Zn,S,8.150704203868495,8.150704203868466,8.150704203868417,90.00000000148344,90.00000000031446,90.00000000029591,-166.913421793985,541.4837120695382,0.0424207616442912,8.110626442598745,8.10637164172386,8.109353678561943,89.82769279338511,89.94800297022259,90.20441371516608,-150972649.10482544,533.1657470965841,436203992.1529548,0.4928961358219385,,True,False,False,True,1.596724,normal,,,-150972482.191404,True,False,False
ErZr2S4,Er,Zr,S,10.742726572349396,10.70202971064129,10.75145949227674,89.65683174415666,89.27313482602209,90.1383741642464,-395.9239681298023,1235.958849218526,0.0487899548327986,8.280267334441321,8.273275130456609,8.27284648665589,90.01232937158231,89.98069056234564,90.03355249997335,-135526652.87263167,566.730625454454,859847974.6329212,0.8917665272951126,,True,False,False,True,0.119954,normal,0.5900000000000001,0.0,-135526256.948664,True,False,False
