Compositions,a,b,c,angle_a,angle_b,angle_c,energy,volume,steps,conv,force_conv,force
BiEu2S4,7.905249416275427,7.9162627103765075,7.9211837366878175,89.8876663971421,89.93371451469177,89.96429223424123,-715345.04614616,495.706545118618,600,pass,fail,558208.0734942971
BiFe2S4,8.066212367482327,8.061631100356278,8.062131051340264,89.78317994243845,89.80183347665947,89.81886690575902,-232856912.541329,524.2453255593225,600,pass,fail,1100792469.555112
BiGa2S4,8.468106507765594,8.330285865381242,8.359771333598532,89.85537385056368,89.81655163594186,90.08634672488436,-1289.0505900081212,589.7073040680178,600,pass,pass,70.63103168929447
BiGd2S4,8.512802648880818,8.510133934552968,8.529210407090796,90.0712181547269,89.87300279104032,89.88339416692808,-20260.277887145472,617.8961432567179,600,pass,fail,42597.2437877005
BiGe2S4,8.059841367573588,8.044797926688254,8.030772347126723,89.91054986205778,90.04050347728305,89.98738020583876,-14977.95436548803,520.7128562238317,600,pass,fail,10250.303059054804
BiHf2S4,8.040589915963082,8.042694343593453,8.048518291096858,89.9894873970657,89.93946268928423,90.02957449483583,-4223.411509631827,520.4812688099602,600,pass,pass,916.5829946621546
BiHg2S4,8.271909021681417,8.285817748544638,8.280765222681701,89.91594330601296,90.02298297146486,90.06498186113792,-72601125.65936154,567.5587401763205,600,pass,fail,382746429.9473851
BiHo2S4,8.010658759388644,8.010376178466881,8.012442204678187,89.93763148209422,89.92699184853905,90.02246415431098,-286725.31273914257,514.1447552370618,600,pass,fail,208257.44488674676
BiIn2S4,8.263174065411196,8.247390021204811,8.244351061945292,89.82814315689913,89.96600976372754,89.9181954046894,-1559.0482966382058,561.8461889684945,600,pass,pass,144.61821672532767
BiIr2S4,8.349348429506964,8.360453487934379,8.361867293031429,89.97784862735601,90.04739579481634,90.04818059639919,-552.0163864641518,583.6941713184286,600,pass,pass,360.7072780035223
BiLa2S4,8.290437453596597,8.288144292676384,8.290804049664699,90.07647955314738,90.01680083948388,90.02121097728894,-960.6515969790562,569.6799910708983,600,pass,fail,2053.224745717924
BiLu2S4,8.24353476530758,8.26352731681227,8.263289411381377,89.55763773350554,89.91238275103127,90.0320612966561,-1035303.1186060028,562.8833232165775,600,pass,fail,1565700.687355379
BiMg2S4,8.028624438037571,8.05031992104792,8.057141876004819,89.94398656265845,89.94989617234472,90.07388489993096,-132510464.79906373,520.756331091708,600,pass,fail,388353574.2275253
BiMn2S4,8.169694171837165,8.150577885967785,8.14907472753928,89.99816409325736,89.96555293611895,89.99892430735697,-1349.8287525410126,542.6282782800577,600,pass,pass,419.44298607425446
BiMo2S4,8.160437531128576,8.152788797132724,8.158399381303589,90.01971515336133,89.86814251924602,89.93985520284748,-12578.215643709802,542.779182603909,600,pass,fail,17653.009600436533
BiNb2S4,8.262045601105257,8.27198476688231,8.274519238208915,90.125342868721,90.09134637997526,90.05499649095995,-17372.314146092154,565.5073982992848,600,pass,fail,92505.1364395483
BiNd2S4,8.270479385546585,8.25059858425503,8.254244314595613,90.04045874385785,90.00756552734067,90.01186444677245,-1592.6611299514357,563.239804803938,600,pass,pass,274.61881713976595
BiNi2S4,8.122610944143076,8.12832271815378,8.140435089568989,89.8573107479701,89.98755885226986,89.97051357663103,-13856826218.39322,537.4558486105389,600,pass,fail,19126881872.58724
BiOs2S4,8.279417722551049,8.251644875635632,8.239778277291176,90.0469893098051,89.97660566056733,90.12657397835105,-2695335963.3712807,562.9302768636328,600,pass,fail,1779122127.360991
BiP2S4,8.222666229547832,8.224223341944787,8.225444972415358,89.87311044925056,90.06302645530698,90.0596664564368,-9733647.999003304,556.2440735432994,600,pass,fail,26442277.801504403
BiPb2S4,8.439404288703054,8.382120472074094,8.363533467667478,90.0444360789831,90.03968425872921,89.89991604248223,-6541.464855004385,591.6360008815475,600,pass,fail,3450.862851327883
BiPd2S4,8.416420195138745,8.40717284174649,8.40113926450976,89.88028080646401,89.99048537840096,89.91927850631035,-2270.7231731718,594.4484309071793,600,pass,fail,1774.5453148009717
BiPr2S4,8.287670811699774,8.279651557865424,8.277532567034761,90.06813721808487,90.04915006827707,90.01027650897684,-16000.306240047094,567.9956070937752,600,pass,fail,21451.45338577155
BiPt2S4,8.182439266492054,8.14513997722137,8.143352660350379,89.97265517404198,89.77406889641622,90.00046848422424,-34605807.23008927,542.7266650893071,600,pass,fail,68380924.80546013
BiRe2S4,8.065829468995409,8.069421635407378,8.070962995837766,89.97813477152363,90.09888943392008,89.8926537485868,-103682256.85300784,525.3096259289579,600,pass,fail,169606264.28857803
BiRh2S4,8.46186293126389,8.426748981688004,8.433755820680142,89.8641845716912,89.83911172175169,90.00587532513929,-7218.7174873724625,601.3732849616946,600,pass,fail,8041.635087153464
BiRu2S4,8.303930128040873,8.303288934614718,8.295903182750381,89.8848620067915,89.85151450512504,90.02220005330219,-606902.0336152337,571.9988333741072,600,pass,fail,949726.5645905876
BiSb2S4,8.144082291457856,8.141339881775282,8.140665004301068,90.02261662879482,90.0146182668971,90.00298720602862,-1186.0465772236528,539.7564914719061,600,pass,fail,1261.740115031061
BiSc2S4,8.197520264548883,8.195452007408116,8.195066432725081,89.9415418198693,90.0424136350275,90.02373372069964,-3154162.0469413428,550.5636147564741,600,pass,fail,2814025.4921156936
BiSe2S4,8.163214901276127,8.137799963966048,8.148601739588203,89.98851100693535,89.98447222846039,90.0599669582386,-2371985005.987791,541.3162563572689,600,pass,fail,855864096.739383
BiSi2S4,8.116964227573684,8.115645033708972,8.113149598139717,90.03437078163375,90.01505674724422,90.04615765498899,-354310780.8541429,534.4485772008334,600,pass,fail,498915854.07426107
BiSm2S4,8.534370898045541,8.520004569711759,8.523390226747264,90.08615431734316,89.98866401063044,90.01636908628376,-2157.082723354859,619.7595046391074,600,pass,pass,569.367664668079
