Formula,Ehull
AgAg2S4,0.0
AgB2S4,0.11930266052857963
AgCo2S4,0.14012943188617033
AgNb2S4,0.24032119798732676
AuAu2S4,4.633539664799539
AuCo2S4,0.15688708507788007
AuDy2S4,0.13919542241755245
AuEr2S4,0.13441265418102422
AuNb2S4,0.2241987896539781
BAg2S4,0.09852158412344991
BAu2S4,0.1227333275710416
BB2S4,0.7495519715071568
BCo2S4,0.17254111208317813
BCu2S4,0.15081710745714982
BNb2S4,0.25220212308418866
BP2S4,0.06842353897735709
BSi2S4,0.2082316806227107
BeB2S4,0.11104289265391909
BeCo2S4,0.16892109517218135
BeSi2S4,0.1469685464636603
BiBi2S4,0.05504031234429263
CB2S4,0.40535825108765255
CC2S4,1.4527124630412107
CaB2S4,0.1141837693474379
CdB2S4,0.10601215386494456
CdCo2S4,0.18726301529492417
CoB2S4,0.15855267731558698
CoBe2S4,0.2191935808971719
CoC2S4,0.5906702480187294
CoCo2S4,0.011813815136133776
CoNb2S4,0.2170306505395505
CoP2S4,0.17884898518606018
CoSi2S4,0.3434671786853647
CrSi2S4,0.27310621509159994
CuBe2S4,0.24706226386597763
CuCo2S4,0.14569884454851056
CuCu2S4,0.18484009514579558
CuP2S4,0.06229221149118658
DyDy2S4,0.038493901208446424
DyEr2S4,0.1239501284292599
ErEr2S4,0.014772224426820912
FeFe2S4,0.0
GdB2S4,0.06782045421926863
GdGd2S4,0.020625699650919316
HCo2S4,0.11905448625180881
HCu2S4,0.12244206503084865
HNb2S4,0.2753547893043944
HfHf2S4,0.3028050033372933
HgB2S4,0.08655676604410889
HgCo2S4,0.16864383637909164
HoHo2S4,0.02843853482255554
InIn2S4,0.013889638183682607
IrB2S4,0.13871445425211348
IrCu2S4,0.08326787495443
IrIr2S4,0.0
IrMg2S4,0.3268387379837332
IrNb2S4,0.24416960687137568
IrP2S4,0.24889015887551924
IrSi2S4,0.27963173158427335
LiCo2S4,0.1283592998350489
LuLu2S4,0.0
MgB2S4,0.1212534455221963
MgCo2S4,0.1521686978115282
MgSi2S4,0.1844274374501511
MnMn2S4,0.0
MoMo2S4,0.0
NbB2S4,0.1693925145269537
NbCo2S4,0.12278010729803501
NbCu2S4,0.14102378915875846
NbEr2S4,0.19769657860811307
NbH2S4,0.09940957653521476
NbNb2S4,0.3872239590539097
NbSi2S4,0.24182097236833222
NdNd2S4,0.047874896589441995
NiNi2S4,0.0
OsOs2S4,0.0
PB2S4,0.09602214912235674
PBe2S4,0.17640303168789817
PCo2S4,0.18392023050547124
PNb2S4,0.21900625850388256
PP2S4,0.379982891632646
PbPb2S4,0.13518794228464248
PdPd2S4,0.0
PrPr2S4,0.04584956382990324
PtPt2S4,0.0
ReRe2S4,0.0
RhGd2S4,0.16061306764546224
RhRh2S4,0.5117168618403678
RuRu2S4,0.0
SbB2S4,0.09499882331275789
SiB2S4,0.14106603915114668
SiC2S4,0.6173095595438225
SiCo2S4,0.20890539397665897
SiCu2S4,0.1295517180388801
SiSi2S4,0.45956411612178183
SmNb2S4,0.18645413615617024
SmSm2S4,0.061017231882176226
SnSn2S4,4.370085670405016
SrNb2S4,0.21660777000771958
SrSr2S4,0.3319785366893582
TaB2S4,0.1617040612599494
TaCo2S4,0.1036027639019963
TaH2S4,0.10505457780237215
TaTa2S4,0.40209727280377017
TbTb2S4,0.05031621671046249
TeTe2S4,0.19452272267014026
TiB2S4,0.16608656314882797
TiCo2S4,0.07884834327386248
TiCu2S4,0.07643215567756378
TiNb2S4,0.10862367542356033
TiTi2S4,0.25985399102785056
TlCo2S4,0.14699378845273703
TlTl2S4,6.537603961177888
TmAu2S4,0.14496995085793607
TmNb2S4,0.15640755386473693
TmTm2S4,0.03239625097771626
VV2S4,0.0
YY2S4,4.143956940982397
ZnB2S4,0.13506275903959253
ZnCo2S4,0.1718971882563105
ZnTi2S4,0.15844806957251123
ZnZn2S4,0.0
ZrZr2S4,0.09065791945317603
