Ba Al Te
Ba B Te
Ba Bi Te
Ba Ce Te
Ba Cr Te
Ba Dy Te
Ba Er Te
Ba Eu Te
Ba Fe Te
Ba Ga Te
Ba Gd Te
Ba Ho Te
Ba In Te
Ba La Te
Ba Lu Te
Ba Nd Te
Ba Pr Te
Ba Sb Te
Ba Sc Te
Ba Sm Te
Ba Tb Te
Ba Tm Te
Ba Y Te
Ba Yb Te
Be Al Te
Be B Te
Be Bi Te
Be Ce Te
Be Cr Te
Be Dy Te
Be Er Te
Be Eu Te
Be Fe Te
Be Ga Te
Be Gd Te
Be Ho Te
Be In Te
Be La Te
Be Lu Te
Be Nd Te
Be Pr Te
Be Sb Te
Be Sc Te
Be Sm Te
Be Tb Te
Be Tm Te
Be Y Te
Be Yb Te
Ca Al Te
Ca B Te
Ca Bi Te
Ca Ce Te
Ca Cr Te
Ca Dy Te
Ca Er Te
Ca Eu Te
Ca Fe Te
Ca Ga Te
Ca Gd Te
Ca Ho Te
Ca In Te
Ca La Te
Ca Lu Te
Ca Nd Te
Ca Pr Te
Ca Sb Te
Ca Sc Te
Ca Sm Te
Ca Tb Te
Ca Tm Te
Ca Y Te
Ca Yb Te
Cd Al Te
Cd B Te
Cd Bi Te
Cd Ce Te
Cd Cr Te
Cd Dy Te
Cd Er Te
Cd Eu Te
Cd Fe Te
Cd Ga Te
Cd Gd Te
Cd Ho Te
Cd In Te
Cd La Te
Cd Lu Te
Cd Nd Te
Cd Pr Te
Cd Sb Te
Cd Sc Te
Cd Sm Te
Cd Tb Te
Cd Tm Te
Cd Y Te
Cd Yb Te
Co Al Te
Co B Te
Co Bi Te
Co Ce Te
Co Cr Te
Co Dy Te
Co Er Te
Co Eu Te
Co Fe Te
Co Ga Te
Co Gd Te
Co Ho Te
Co In Te
Co La Te
Co Lu Te
Co Nd Te
Co Pr Te
Co Sb Te
Co Sc Te
Co Sm Te
Co Tb Te
Co Tm Te
Co Y Te
Co Yb Te
Cu Al Te
Cu B Te
Cu Bi Te
Cu Ce Te
Cu Cr Te
Cu Dy Te
Cu Er Te
Cu Eu Te
Cu Fe Te
Cu Ga Te
Cu Gd Te
Cu Ho Te
Cu In Te
Cu La Te
Cu Lu Te
Cu Nd Te
Cu Pr Te
Cu Sb Te
