Ag Ce Te
Ag Mn Te
Ag Re Te
Ag V Te
Al Co Te
Al Eu Te
Al Fe Te
Al Mn Te
Al Ni Te
Al Yb Te
B Co Te
B Eu Te
B Fe Te
B Mn Te
B Ni Te
B Yb Te
Ba Al Te
Ba B Te
Ba Bi Te
Ba Ce Te
Ba Co Te
Ba Cr Te
Ba Dy Te
Ba Er Te
Ba Eu Te
Ba Fe Te
Ba Ga Te
Ba Gd Te
Ba Ho Te
Ba In Te
Ba La Te
Ba Lu Te
Ba Mn Te
Ba Nd Te
Ba Ni Te
Ba Pr Te
Ba Re Te
Ba Sb Te
Ba Sc Te
Ba Sm Te
Ba Sn Te
Ba Tb Te
Ba Tl Te
Ba Tm Te
Ba V Te
Ba Y Te
Ba Yb Te
Be Al Te
Be B Te
Be Bi Te
Be Ce Te
Be Co Te
Be Cr Te
Be Dy Te
Be Er Te
Be Eu Te
Be Fe Te
Be Ga Te
Be Gd Te
Be Ho Te
Be In Te
Be La Te
Be Lu Te
Be Mn Te
Be Nd Te
Be Ni Te
Be Pr Te
Be Re Te
Be Sb Te
Be Sc Te
Be Sm Te
Be Sn Te
Be Tb Te
Be Tl Te
Be Tm Te
Be V Te
Be Y Te
Be Yb Te
Bi Co Te
Bi Eu Te
Bi Fe Te
Bi Mn Te
Bi Ni Te
Bi Yb Te
Ca Al Te
Ca B Te
Ca Bi Te
Ca Ce Te
Ca Co Te
Ca Cr Te
Ca Dy Te
Ca Er Te
Ca Eu Te
Ca Fe Te
Ca Ga Te
Ca Gd Te
Ca Ho Te
Ca In Te
Ca La Te
Ca Lu Te
Ca Mn Te
Ca Nd Te
Ca Ni Te
Ca Pr Te
Ca Re Te
Ca Sb Te
Ca Sc Te
Ca Sm Te
Ca Sn Te
Ca Tb Te
Ca Tl Te
Ca Tm Te
Ca V Te
Ca Y Te
Ca Yb Te
Cd Al Te
Cd B Te
Cd Bi Te
Cd Ce Te
Cd Co Te
Cd Cr Te
Cd Dy Te
Cd Er Te
Cd Eu Te
Cd Fe Te
Cd Ga Te
Cd Gd Te
Cd Ho Te
Cd In Te
Cd La Te
Cd Lu Te
Cd Mn Te
Cd Nd Te
Cd Ni Te
Cd Pr Te
Cd Re Te
Cd Sb Te
Cd Sc Te
Cd Sm Te
Cd Sn Te
Cd Tb Te
Cd Tl Te
Cd Tm Te
Cd V Te
Cd Y Te
Cd Yb Te
Ce Ba Te
Ce Be Te
Ce Ca Te
Ce Cd Te
Ce Co Te
Ce Cu Te
Ce Eu Te
Ce Fe Te
Ce Hg Te
Ce Mg Te
Ce Mn Te
Ce Ni Te
Ce Pb Te
Ce Sn Te
Ce Sr Te
Ce Tl Te
Ce Yb Te
Ce Zn Te
Co Al Te
Co B Te
Co Bi Te
Co Ce Te
Co Co Te
Co Cr Te
Co Dy Te
Co Er Te
Co Eu Te
Co Fe Te
Co Ga Te
Co Gd Te
Co Ho Te
Co In Te
Co La Te
Co Lu Te
Co Mn Te
Co Nd Te
Co Ni Te
Co Pr Te
Co Re Te
Co Sb Te
Co Sc Te
Co Sm Te
Co Sn Te
Co Tb Te
Co Tl Te
Co Tm Te
Co V Te
Co Y Te
Co Yb Te
Cr Ag Te
Cr Co Te
Cr Cs Te
Cr Cu Te
Cr Eu Te
Cr Fe Te
Cr K Te
Cr Li Te
Cr Mn Te
Cr Na Te
Cr Ni Te
Cr Rb Te
Cr Tl Te
Cr Yb Te
Cs Ce Te
Cs Mn Te
Cs Re Te
Cs V Te
Cu Al Te
Cu B Te
Cu Bi Te
Cu Ce Te
Cu Co Te
Cu Cr Te
Cu Dy Te
Cu Er Te
Cu Eu Te
Cu Fe Te
Cu Ga Te
Cu Gd Te
Cu Ho Te
Cu In Te
Cu La Te
Cu Lu Te
Cu Mn Te
Cu Nd Te
Cu Ni Te
Cu Pr Te
Cu Re Te
Cu Sb Te
Cu Sc Te
Cu Sm Te
Cu Sn Te
Cu Tb Te
Cu Tl Te
Cu Tm Te
Cu V Te
Cu Y Te
Cu Yb Te
Dy Co Te
Dy Eu Te
Dy Fe Te
Dy Mn Te
Dy Ni Te
Dy Yb Te
Er Co Te
Er Eu Te
Er Fe Te
Er Mn Te
Er Ni Te
Er Yb Te
Eu Al Te
Eu B Te
Eu Bi Te
Eu Ce Te
Eu Co Te
Eu Cr Te
Eu Dy Te
Eu Er Te
Eu Eu Te
Eu Fe Te
Eu Ga Te
Eu Gd Te
Eu Ho Te
Eu In Te
Eu La Te
Eu Lu Te
Eu Mn Te
Eu Nd Te
Eu Ni Te
Eu Pr Te
Eu Re Te
Eu Sb Te
Eu Sc Te
Eu Sm Te
Eu Sn Te
Eu Tb Te
Eu Tl Te
Eu Tm Te
Eu V Te
Eu Y Te
Eu Yb Te
Fe Al Te
Fe B Te
Fe Bi Te
Fe Ce Te
Fe Co Te
Fe Cr Te
Fe Dy Te
Fe Er Te
Fe Eu Te
Fe Fe Te
Fe Ga Te
Fe Gd Te
Fe Ho Te
Fe In Te
Fe La Te
Fe Lu Te
Fe Mn Te
Fe Nd Te
Fe Ni Te
Fe Pr Te
Fe Re Te
Fe Sb Te
Fe Sc Te
Fe Sm Te
Fe Sn Te
Fe Tb Te
Fe Tl Te
Fe Tm Te
Fe V Te
Fe Y Te
Fe Yb Te
Ga Co Te
Ga Eu Te
Ga Fe Te
Ga Mn Te
Ga Ni Te
Ga Yb Te
Gd Co Te
Gd Eu Te
Gd Fe Te
Gd Mn Te
Gd Ni Te
Gd Yb Te
Ge Ba Te
Ge Be Te
Ge Ca Te
Ge Cd Te
Ge Co Te
Ge Cu Te
Ge Eu Te
Ge Fe Te
Ge Hg Te
Ge Mg Te
Ge Mn Te
Ge Ni Te
Ge Pb Te
Ge Sn Te
Ge Sr Te
Ge Tl Te
Ge Yb Te
Ge Zn Te
Hf Ba Te
Hf Be Te
Hf Ca Te
Hf Cd Te
Hf Co Te
Hf Cu Te
Hf Eu Te
Hf Fe Te
Hf Hg Te
Hf Mg Te
Hf Mn Te
Hf Ni Te
Hf Pb Te
Hf Sn Te
Hf Sr Te
Hf Tl Te
Hf Yb Te
Hf Zn Te
Hg Al Te
Hg B Te
Hg Bi Te
Hg Ce Te
Hg Co Te
Hg Cr Te
Hg Dy Te
Hg Er Te
Hg Eu Te
Hg Fe Te
Hg Ga Te
Hg Gd Te
Hg Ho Te
Hg In Te
Hg La Te
Hg Lu Te
Hg Mn Te
Hg Nd Te
Hg Ni Te
Hg Pr Te
Hg Re Te
Hg Sb Te
Hg Sc Te
Hg Sm Te
Hg Sn Te
Hg Tb Te
Hg Tl Te
Hg Tm Te
Hg V Te
Hg Y Te
Hg Yb Te
Ho Co Te
Ho Eu Te
Ho Fe Te
Ho Mn Te
Ho Ni Te
Ho Yb Te
In Co Te
In Eu Te
In Fe Te
In Mn Te
In Ni Te
In Yb Te
K Ce Te
K Mn Te
K Re Te
K V Te
La Co Te
La Eu Te
La Fe Te
La Mn Te
La Ni Te
La Yb Te
Li Ce Te
Li Mn Te
Li Re Te
Li V Te
Lu Co Te
Lu Eu Te
Lu Fe Te
Lu Mn Te
Lu Ni Te
Lu Yb Te
Mg Al Te
Mg B Te
Mg Bi Te
Mg Ce Te
Mg Co Te
Mg Cr Te
Mg Dy Te
Mg Er Te
Mg Eu Te
Mg Fe Te
Mg Ga Te
Mg Gd Te
Mg Ho Te
Mg In Te
Mg La Te
Mg Lu Te
Mg Mn Te
Mg Nd Te
Mg Ni Te
Mg Pr Te
Mg Re Te
Mg Sb Te
Mg Sc Te
Mg Sm Te
Mg Sn Te
Mg Tb Te
Mg Tl Te
Mg Tm Te
Mg V Te
Mg Y Te
Mg Yb Te
Mn Al Te
Mn B Te
Mn Ba Te
Mn Be Te
Mn Bi Te
Mn Ca Te
Mn Cd Te
Mn Ce Te
Mn Co Te
Mn Cr Te
Mn Cu Te
Mn Dy Te
