Ba,Al,Se
Ba,B,Se
Ba,Bi,Se
Ba,Ce,Se
Ba,Cr,Se
Ba,Dy,Se
Ba,Er,Se
Ba,Eu,Se
Ba,Fe,Se
Ba,Ga,Se
Ba,Gd,Se
Ba,Ho,Se
Ba,In,Se
Ba,La,Se
Ba,Lu,Se
Ba,Nd,Se
Ba,Pr,Se
Ba,Rh,Se
Ba,Sb,Se
Ba,Sc,Se
Ba,Sm,Se
Ba,Tb,Se
Ba,Tm,Se
Ba,Y,Se
Ba,Yb,Se
Be,Al,Se
Be,B,Se
Be,Bi,Se
Be,Ce,Se
Be,Cr,Se
Be,Dy,Se
Be,Er,Se
Be,Eu,Se
Be,Fe,Se
Be,Ga,Se
Be,Gd,Se
Be,Ho,Se
Be,In,Se
Be,La,Se
Be,Lu,Se
Be,Nd,Se
Be,Pr,Se
Be,Rh,Se
Be,Sb,Se
Be,Sc,Se
Be,Sm,Se
Be,Tb,Se
Be,Tm,Se
Be,Y,Se
Be,Yb,Se
Ca,Al,Se
Ca,B,Se
Ca,Bi,Se
Ca,Ce,Se
Ca,Cr,Se
Ca,Dy,Se
Ca,Er,Se
Ca,Eu,Se
Ca,Fe,Se
Ca,Ga,Se
Ca,Gd,Se
Ca,Ho,Se
Ca,In,Se
Ca,La,Se
Ca,Lu,Se
Ca,Nd,Se
Ca,Pr,Se
Ca,Rh,Se
Ca,Sb,Se
Ca,Sc,Se
Ca,Sm,Se
Ca,Tb,Se
Ca,Tm,Se
Ca,Y,Se
Ca,Yb,Se
Cd,Al,Se
Cd,B,Se
Cd,Bi,Se
Cd,Ce,Se
Cd,Cr,Se
Cd,Dy,Se
Cd,Er,Se
Cd,Eu,Se
Cd,Fe,Se
Cd,Ga,Se
Cd,Gd,Se
Cd,Ho,Se
Cd,In,Se
Cd,La,Se
Cd,Lu,Se
Cd,Nd,Se
Cd,Pr,Se
Cd,Rh,Se
Cd,Sb,Se
Cd,Sc,Se
Cd,Sm,Se
Cd,Tb,Se
Cd,Tm,Se
Cd,Y,Se
Cd,Yb,Se
Co,Al,Se
Co,B,Se
Co,Bi,Se
Co,Ce,Se
Co,Cr,Se
Co,Dy,Se
Co,Er,Se
Co,Eu,Se
Co,Fe,Se
Co,Ga,Se
Co,Gd,Se
Co,Ho,Se
Co,In,Se
Co,La,Se
Co,Lu,Se
Co,Nd,Se
Co,Pr,Se
Co,Rh,Se
Co,Sb,Se
Co,Sc,Se
Co,Sm,Se
Co,Tb,Se
Co,Tm,Se
Co,Y,Se
Co,Yb,Se
Cu,Al,Se
