Ag3 Te4,0
Al2 Ag1 Te4,0
Ag1 B2 Te4,0
Ag1 Bi2 Te4,0
Ce2 Ag1 Te4,0
Co2 Ag1 Te4,0
Cr2 Ag1 Te4,0
Cu2 Ag1 Te4,0
Dy2 Ag1 Te4,0
Er2 Ag1 Te4,0
Eu2 Ag1 Te4,0
Fe2 Ag1 Te4,0
Ga2 Ag1 Te4,0
Gd2 Ag1 Te4,0
Ag1 Ge2 Te4,0
Hf2 Ag1 Te4,0
Ho2 Ag1 Te4,0
In2 Ag1 Te4,0
La2 Ag1 Te4,0
Lu2 Ag1 Te4,0
Mn2 Ag1 Te4,0
Nb2 Ag1 Te4,0
Nd2 Ag1 Te4,0
Ni2 Ag1 Te4,0
Ag1 Te4 Pb2,0
Pr2 Ag1 Te4,0
Re2 Ag1 Te4,0
Ag1 Sb2 Te4,0
Sc2 Ag1 Te4,0
Si2 Ag1 Te4,0
Sm2 Ag1 Te4,0
Ag1 Sn2 Te4,0
Sr2 Ag1 Te4,0
Ta2 Ag1 Te4,0
Tb2 Ag1 Te4,0
Ti2 Ag1 Te4,0
Tl2 Ag1 Te4,0
Tm2 Ag1 Te4,0
V2 Ag1 Te4,0
Ag1 Te4 W2,0
Y2 Ag1 Te4,0
Yb2 Ag1 Te4,0
Zn2 Ag1 Te4,0
Zr2 Ag1 Te4,0
Al1 Ag2 Te4,0
Al1 B2 Te4,0
Al1 Bi2 Te4,0
Ce2 Al1 Te4,0
Al1 Co2 Te4,0
Al1 Cr2 Te4,0
Al1 Cu2 Te4,0
Dy2 Al1 Te4,0
Er2 Al1 Te4,0
Eu2 Al1 Te4,0
Al1 Fe2 Te4,0
Al1 Ga2 Te4,0
Gd2 Al1 Te4,0
Al1 Ge2 Te4,0
Hf2 Al1 Te4,0
Ho2 Al1 Te4,0
Al1 In2 Te4,0
La2 Al1 Te4,0
Lu2 Al1 Te4,0
Mn2 Al1 Te4,0
Nb2 Al1 Te4,0
Nd2 Al1 Te4,0
Al1 Ni2 Te4,0
Al1 Te4 Pb2,0
Pr2 Al1 Te4,0
Al1 Re2 Te4,0
Al1 Sb2 Te4,0
Sc2 Al1 Te4,0
Al1 Si2 Te4,0
Sm2 Al1 Te4,0
Al1 Sn2 Te4,0
Ta2 Al1 Te4,0
Tb2 Al1 Te4,0
Ti2 Al1 Te4,0
Al1 Tl2 Te4,0
Tm2 Al1 Te4,0
Al1 V2 Te4,0
Al1 Te4 W2,0
Y2 Al1 Te4,0
Yb2 Al1 Te4,0
Al1 Zn2 Te4,0
Zr2 Al1 Te4,0
Ag2 B1 Te4,0
Al2 B1 Te4,0
B3 Te4,0
Bi2 B1 Te4,0
Ce2 B1 Te4,0
Co2 B1 Te4,0
Cr2 B1 Te4,0
Cu2 B1 Te4,0
Dy2 B1 Te4,0
Er2 B1 Te4,0
Eu2 B1 Te4,0
Fe2 B1 Te4,0
Ga2 B1 Te4,0
Gd2 B1 Te4,0
Ge2 B1 Te4,0
Hf2 B1 Te4,0
Ho2 B1 Te4,0
In2 B1 Te4,0
La2 B1 Te4,0
Lu2 B1 Te4,0
Mn2 B1 Te4,0
Nb2 B1 Te4,0
Nd2 B1 Te4,0
Ni2 B1 Te4,0
B1 Te4 Pb2,0
Pr2 B1 Te4,0
Re2 B1 Te4,0
B1 Sb2 Te4,0
Sc2 B1 Te4,0
Si2 B1 Te4,0
Sm2 B1 Te4,0
Sn2 B1 Te4,0
Sr2 B1 Te4,0
Ta2 B1 Te4,0
Tb2 B1 Te4,0
Ti2 B1 Te4,0
Tl2 B1 Te4,0
Tm2 B1 Te4,0
V2 B1 Te4,0
B1 Te4 W2,0
Y2 B1 Te4,0
Yb2 B1 Te4,0
Zn2 B1 Te4,0
Zr2 B1 Te4,0
Ba1 Ag2 Te4,0
Ba1 Al2 Te4,0
Ba1 B2 Te4,0
Ba1 Bi2 Te4,0
Ba1 Ce2 Te4,0
Ba1 Co2 Te4,0
Ba1 Cr2 Te4,0
Ba1 Cu2 Te4,0
Ba1 Dy2 Te4,0
Ba1 Er2 Te4,0
Ba1 Eu2 Te4,0
Ba1 Fe2 Te4,0
Ba1 Ga2 Te4,0
Ba1 Gd2 Te4,0
Ba1 Ge2 Te4,0
Ba1 Hf2 Te4,0
Ba1 Ho2 Te4,0
Ba1 In2 Te4,0
Ba1 La2 Te4,0
Ba1 Lu2 Te4,0
Ba1 Mn2 Te4,0
Ba1 Nb2 Te4,0
Ba1 Nd2 Te4,0
Ba1 Ni2 Te4,0
Ba1 Te4 Pb2,0
Ba1 Pr2 Te4,0
Ba1 Re2 Te4,0
Ba1 Sb2 Te4,0
Ba1 Sc2 Te4,0
Ba1 Si2 Te4,0
Ba1 Sm2 Te4,0
Ba1 Sn2 Te4,0
Ba1 Sr2 Te4,0
Ba1 Ta2 Te4,0
Ba1 Tb2 Te4,0
Ba1 Ti2 Te4,0
Ba1 Tl2 Te4,0
Ba1 Tm2 Te4,0
Ba1 V2 Te4,0
Ba1 Te4 W2,0
Ba1 Y2 Te4,0
Ba1 Yb2 Te4,0
Ba1 Zn2 Te4,0
Ba1 Zr2 Te4,0
Be1 Ag2 Te4,0
Be1 Al2 Te4,0
Be1 B2 Te4,0
